Material Description,Material Price,Vendor,Location,Formatted Datetime,Days of the Week
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/03/2022 10:49:30,Thursday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/03/2022 10:49:30,Thursday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",11/04/2022 11:39:41,Friday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/04/2022 11:39:41,Friday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.6,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/04/2022 11:39:41,Friday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/04/2022 11:39:41,Friday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/04/2022 11:39:41,Friday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/04/2022 11:39:41,Friday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/04/2022 11:39:41,Friday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),9.99,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/04/2022 11:39:41,Friday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/04/2022 11:39:41,Friday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/04/2022 11:39:41,Friday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/04/2022 11:39:41,Friday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/04/2022 11:39:41,Friday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,709,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,614.28,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/04/2022 11:39:41,Friday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/04/2022 11:39:41,Friday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,344.99,southwestlumber,"1917 S Avenue B. Yuma, AZ, 85364",11/04/2022 11:39:41,Friday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/04/2022 11:39:41,Friday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/04/2022 11:39:41,Friday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:07,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:07,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/05/2022 09:23:07,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/05/2022 09:23:07,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/05/2022 09:23:07,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",11/05/2022 09:23:07,Saturday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/05/2022 09:23:08,Saturday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.6,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/05/2022 09:23:08,Saturday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/05/2022 09:23:08,Saturday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.29,wilmar,"28 Biopolis Road. Singapore, 138568",11/05/2022 09:23:08,Saturday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/05/2022 09:23:08,Saturday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/05/2022 09:23:08,Saturday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/05/2022 09:23:08,Saturday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),9.99,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/05/2022 09:23:08,Saturday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),6.45,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",11/05/2022 09:23:08,Saturday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/05/2022 09:23:08,Saturday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",11/05/2022 09:23:08,Saturday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/05/2022 09:23:08,Saturday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/05/2022 09:23:08,Saturday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,614.28,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/05/2022 09:23:08,Saturday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,344.99,southwestlumber,"1917 S Avenue B. Yuma, AZ, 85364",11/05/2022 09:23:08,Saturday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/05/2022 09:23:08,Saturday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,156,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/05/2022 09:23:08,Saturday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/05/2022 09:23:08,Saturday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165,wireandcableyourway,"1431 7th St Ste 204. Santa Monica, California, 90401",11/05/2022 09:23:08,Saturday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",11/06/2022 08:49:03,Sunday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/06/2022 08:49:03,Sunday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.6,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/06/2022 08:49:03,Sunday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/06/2022 08:49:03,Sunday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/06/2022 08:49:03,Sunday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/06/2022 08:49:03,Sunday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/06/2022 08:49:03,Sunday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),9.99,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/06/2022 08:49:03,Sunday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),6.45,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",11/06/2022 08:49:03,Sunday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,115.22,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/06/2022 08:49:03,Sunday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,144,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/06/2022 08:49:03,Sunday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",11/06/2022 08:49:03,Sunday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/06/2022 08:49:03,Sunday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,765,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,614.28,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/06/2022 08:49:03,Sunday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,511.7,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,344.99,southwestlumber,"1917 S Avenue B. Yuma, AZ, 85364",11/06/2022 08:49:03,Sunday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/06/2022 08:49:03,Sunday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,156,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/06/2022 08:49:03,Sunday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/06/2022 08:49:03,Sunday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165,wireandcableyourway,"1431 7th St Ste 204. Santa Monica, California, 90401",11/06/2022 08:49:03,Sunday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/07/2022 14:15:45,Monday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/07/2022 14:15:45,Monday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/07/2022 14:15:45,Monday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.6,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/07/2022 14:15:45,Monday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/07/2022 14:15:45,Monday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/07/2022 14:15:45,Monday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/07/2022 14:15:45,Monday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/07/2022 14:15:45,Monday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/07/2022 14:15:45,Monday
